"Country,Year 2015,Year 2016,Year 2017,Year 2018,Year 2019,Year 2020,Year 2021,Year 2022 Forecast,Year 2023 Forecast,Year 2024 Forecast,Year 2025 Forecast,Year 2026 Forecast"
" Saint Vincent and the Grenadines , $6 867,52 , $7 033,49 , $7 187,49 , $7 353,64 , $7 470,71 , $7 304,34 , $6 952,24 , $7 720,92 , $8 378,19 , $8 915,71 , $9 388,17 , $9 829,00 "
" Botswana , $6 413,79 , $6 988,16 , $7 286,77 , $7 513,63 , $7 219,46 , $6 420,23 , $7 349,88 , $7 770,51 , $8 257,27 , $8 718,33 , $9 144,08 , $9 823,11 "
" North Macedonia  , $4 860,42 , $5 152,97 , $5 462,38 , $6 111,19 , $6 044,44 , $5 939,41 , $6 711,73 , $7 203,98 , $7 692,06 , $8 251,31 , $8 856,04 , $9 477,47 "
" Bosnia and Herzegovina , $4 727,26 , $4 994,07 , $5 392,37 , $6 073,94 , $6 120,16 , $6 035,00 , $6 647,83 , $7 078,90 , $7 568,24 , $8 092,60 , $8 651,22 , $9 221,16 "
" Belarus , $5 958,84 , $5 037,85 , $5 778,56 , $6 351,76 , $6 831,52 , $6 397,51 , $7 032,48 , $7 592,19 , $7 911,69 , $8 335,22 , $8 723,33 , $9 087,23 "
" Tuvalu , $3 396,69 , $3 798,27 , $4 255,25 , $4 507,67 , $5 052,11 , $5 105,93 , $6 004,10 , $6 455,94 , $6 965,41 , $7 468,56 , $7 982,84 , $8 497,59 "
" South Africa , $6 256,67 , $5 750,79 , $6 678,29 , $6 984,47 , $6 598,88 , $5 624,50 , $6 861,17 , $7 081,87 , $7 270,27 , $7 450,59 , $7 627,63 , $8 162,35 "
" Peru , $6 139,23 , $6 169,39 , $6 728,07 , $7 007,28 , $6 961,70 , $6 134,22 , $6 676,52 , $6 781,12 , $7 149,52 , $7 422,85 , $7 689,99 , $7 973,34 "
" Emerging market and developing economies , $4 772,48 , $4 709,14 , $5 070,54 , $5 356,36 , $5 447,83 , $5 216,94 , $5 845,10 , $6 269,90 , $6 667,39 , $7 079,04 , $7 507,20 , $7 953,85 "
" Albania , $3 953,61 , $4 124,41 , $4 525,89 , $5 254,46 , $5 305,07 , $5 152,56 , $5 837,18 , $6 284,03 , $6 622,85 , $7 027,58 , $7 445,97 , $7 880,29 "
" Equatorial Guinea , $11 217,99 , $9 202,54 , $9 624,53 , $9 968,09 , $8 394,42 , $7 136,81 , $8 625,76 , $8 058,55 , $7 886,88 , $7 846,44 , $7 722,70 , $7 689,31 "
" Georgia , $4 017,62 , $4 060,89 , $4 358,59 , $4 718,79 , $4 693,66 , $4 275,29 , $4 807,95 , $5 297,52 , $5 804,01 , $6 347,65 , $6 945,40 , $7 530,72 "
" Moldova , $2 715,78 , $2 857,88 , $3 478,52 , $4 196,16 , $4 464,12 , $4 522,60 , $4 791,63 , $5 240,23 , $5 729,29 , $6 288,49 , $6 884,59 , $7 517,89 "
" Colombia , $6 337,04 , $6 037,13 , $6 577,30 , $6 923,64 , $6 546,63 , $5 390,92 , $5 892,14 , $6 186,66 , $6 446,91 , $6 723,38 , $7 016,12 , $7 326,74 "
" Fiji , $5 385,52 , $5 620,58 , $6 049,89 , $6 272,73 , $6 142,93 , $4 995,16 , $5 127,44 , $5 507,13 , $6 053,59 , $6 548,09 , $6 954,05 , $7 305,72 "
" Ukraine , $2 124,33 , $2 200,00 , $2 655,66 , $3 118,27 , $3 690,07 , $3 741,06 , $4 384,24 , $4 958,31 , $5 439,55 , $5 957,96 , $6 553,72 , $7 185,05 "
" Armenia , $3 529,03 , $3 524,00 , $3 868,91 , $4 195,96 , $4 596,86 , $4 267,49 , $4 594,91 , $5 083,22 , $5 453,16 , $5 861,56 , $6 304,91 , $6 776,74 "
" Ecuador , $6 099,35 , $6 046,30 , $6 216,61 , $6 318,48 , $6 260,60 , $5 642,74 , $5 884,15 , $6 107,60 , $6 247,54 , $6 400,01 , $6 561,66 , $6 727,38 "
" Jamaica , $5 204,83 , $5 183,46 , $5 413,03 , $5 729,76 , $5 781,79 , $5 102,76 , $5 421,64 , $5 697,35 , $5 931,29 , $6 178,47 , $6 431,85 , $6 681,14 "
" Tonga , $4 298,22 , $4 178,29 , $4 577,00 , $4 836,44 , $5 150,55 , $4 978,80 , $5 009,78 , $5 398,00 , $5 700,37 , $6 034,76 , $6 332,73 , $6 668,22 "
" Paraguay , $5 360,08 , $5 265,06 , $5 608,16 , $5 703,32 , $5 299,67 , $4 918,23 , $5 028,22 , $5 258,69 , $5 467,53 , $5 747,83 , $6 016,24 , $6 292,03 "
" Vietnam , $2 581,91 , $2 720,17 , $2 957,90 , $3 201,69 , $3 398,21 , $3 522,51 , $3 742,86 , $4 187,47 , $4 605,45 , $5 081,41 , $5 601,40 , $6 148,54 "
" Iraq , $5 044,62 , $4 637,00 , $5 178,92 , $5 950,83 , $5 981,10 , $4 223,22 , $4 892,96 , $5 364,25 , $5 536,84 , $5 655,36 , $5 787,45 , $5 935,15 "
" Mongolia , $3 842,54 , $3 576,82 , $3 595,38 , $4 056,73 , $4 245,46 , $3 916,09 , $4 185,54 , $4 564,45 , $4 925,58 , $5 270,88 , $5 603,76 , $5 898,82 "
" Indonesia , $3 367,69 , $3 605,72 , $3 885,47 , $3 947,25 , $4 196,30 , $3 921,62 , $4 224,98 , $4 538,15 , $4 888,90 , $5 205,48 , $5 529,56 , $5 870,63 "
" Azerbaijan , $5 300,14 , $3 897,71 , $4 217,65 , $4 759,80 , $4 826,35 , $4 232,32 , $5 167,38 , $5 307,83 , $5 364,76 , $5 455,40 , $5 573,41 , $5 714,52 "
" Guatemala , $3 825,88 , $3 982,02 , $4 233,01 , $4 240,55 , $4 371,27 , $4 317,45 , $4 542,25 , $4 767,44 , $4 927,43 , $5 162,97 , $5 416,34 , $5 687,76 "
" Jordan , $4 218,83 , $4 224,80 , $4 273,91 , $4 341,04 , $4 425,69 , $4 286,49 , $4 393,64 , $4 564,91 , $4 792,51 , $5 043,13 , $5 306,87 , $5 584,39 "
" Suriname , $9 036,35 , $5 761,78 , $6 156,46 , $6 772,07 , $6 662,87 , $4 786,83 , $4 620,40 , $4 759,46 , $4 986,29 , $5 175,62 , $5 364,20 , $5 561,57 "
" Egypt , $3 731,18 , $3 653,67 , $2 484,54 , $2 577,27 , $3 056,98 , $3 600,84 , $3 851,75 , $4 176,60 , $4 449,80 , $4 718,11 , $5 004,58 , $5 329,68 "
" Namibia , $5 020,47 , $4 611,51 , $5 438,76 , $5 665,86 , $5 109,12 , $4 276,28 , $4 693,46 , $4 853,26 , $4 932,59 , $4 993,83 , $5 052,58 , $5 302,76 "
" Belize , $4 674,60 , $4 734,01 , $4 791,52 , $4 813,21 , $4 853,32 , $4 076,77 , $4 457,89 , $4 721,64 , $4 853,85 , $4 950,93 , $5 049,95 , $5 150,95 "
" Marshall Islands , $3 406,48 , $3 720,62 , $3 898,58 , $4 061,68 , $4 292,88 , $4 412,99 , $4 338,17 , $4 525,64 , $4 694,01 , $4 844,89 , $4 990,81 , $5 131,03 "
" Djibouti , $2 675,58 , $2 818,34 , $2 930,67 , $3 141,86 , $3 437,16 , $3 481,57 , $3 645,50 , $3 869,25 , $4 128,17 , $4 406,40 , $4 705,36 , $5 026,78 "
" El Salvador , $3 705,58 , $3 805,99 , $3 910,26 , $4 052,62 , $4 167,44 , $3 798,83 , $4 244,30 , $4 475,18 , $4 626,44 , $4 767,74 , $4 894,17 , $5 011,22 "
" Bhutan , $2 693,63 , $2 803,64 , $3 234,75 , $3 280,72 , $3 371,02 , $3 358,96 , $3 296,11 , $3 605,55 , $3 910,25 , $4 298,46 , $4 626,95 , $4 965,99 "
" Eswatini , $3 765,92 , $3 513,80 , $4 031,06 , $4 225,91 , $4 009,99 , $3 532,55 , $3 965,43 , $4 164,29 , $4 284,71 , $4 435,94 , $4 596,44 , $4 965,45 "
" Samoa , $4 073,68 , $4 109,09 , $4 259,62 , $4 266,50 , $4 291,25 , $4 090,06 , $3 906,41 , $4 019,18 , $4 247,63 , $4 476,95 , $4 715,21 , $4 928,04 "
" Cabo Verde , $2 996,36 , $3 082,16 , $3 239,07 , $3 616,44 , $3 601,73 , $3 065,48 , $3 346,55 , $3 618,37 , $3 918,27 , $4 237,84 , $4 585,57 , $4 908,31 "
" Sri Lanka , $3 841,52 , $3 885,76 , $4 076,75 , $4 057,33 , $3 851,67 , $3 681,55 , $3 665,77 , $3 760,38 , $3 991,48 , $4 240,87 , $4 505,44 , $4 786,45 "
" Micronesia, Fed. States of , $3 050,72 , $3 197,21 , $3 522,11 , $3 854,14 , $3 952,28 , $3 892,27 , $3 855,22 , $3 973,25 , $4 202,53 , $4 387,07 , $4 525,50 , $4 651,63 "
" Libya , $2 723,37 , $2 907,46 , $4 685,07 , $6 361,58 , $6 004,47 , $2 891,46 , $4 068,61 , $4 308,91 , $4 381,96 , $4 320,65 , $4 445,38 , $4 591,32 "
" Philippines , $3 039,23 , $3 107,65 , $3 153,31 , $3 279,52 , $3 511,87 , $3 322,51 , $3 492,07 , $3 621,21 , $3 848,48 , $4 081,49 , $4 317,12 , $4 567,06 "
" Tunisia , $3 829,50 , $3 665,68 , $3 436,20 , $3 442,70 , $3 324,13 , $3 294,88 , $3 555,59 , $3 747,54 , $3 916,28 , $4 094,26 , $4 257,46 , $4 399,40 "
" Morocco , $2 964,96 , $2 995,68 , $3 147,10 , $3 353,10 , $3 368,39 , $3 187,63 , $3 470,80 , $3 617,25 , $3 801,03 , $3 991,90 , $4 195,76 , $4 379,79 "
" Bolivia , $3 069,32 , $3 110,87 , $3 388,52 , $3 588,09 , $3 591,40 , $3 167,61 , $3 266,69 , $3 419,33 , $3 616,43 , $3 827,39 , $4 047,44 , $4 267,99 "
" Nigeria , $2 718,59 , $2 176,00 , $1 968,56 , $2 153,09 , $2 229,85 , $2 083,16 , $2 272,84 , $2 562,19 , $2 861,37 , $3 150,50 , $3 483,97 , $3 854,82 "
" West Bank and Gaza , $3 084,13 , $3 325,85 , $3 407,31 , $3 353,23 , $3 442,75 , $3 050,55 , $3 320,85 , $3 514,22 , $3 648,08 , $3 720,81 , $3 778,58 , $3 833,63 "
" Vanuatu , $2 771,66 , $2 844,13 , $3 158,84 , $3 256,32 , $3 147,05 , $3 090,47 , $3 235,21 , $3 355,57 , $3 486,33 , $3 607,64 , $3 699,82 , $3 793,28 "
" Algeria , $4 153,32 , $3 918,94 , $4 079,65 , $4 118,74 , $3 939,54 , $3 337,32 , $3 638,33 , $3 672,46 , $3 696,74 , $3 673,80 , $3 632,98 , $3 596,42 "
" Papua New Guinea , $2 742,92 , $2 567,58 , $2 755,49 , $2 861,45 , $2 886,59 , $2 651,09 , $2 951,98 , $3 093,66 , $3 212,23 , $3 320,42 , $3 440,80 , $3 559,96 "
" Lao P.D.R. , $2 130,63 , $2 323,28 , $2 452,86 , $2 567,55 , $2 618,18 , $2 586,78 , $2 625,61 , $2 757,81 , $2 878,08 , $3 036,72 , $3 214,82 , $3 398,17 "
" Côte d'Ivoire , $1 932,22 , $1 971,62 , $2 066,85 , $2 265,29 , $2 227,98 , $2 271,38 , $2 489,10 , $2 645,56 , $2 820,36 , $2 999,21 , $3 185,31 , $3 369,66 "
" Bangladesh , $1 248,89 , $1 401,51 , $1 563,81 , $1 693,77 , $1 854,67 , $1 961,61 , $2 138,79 , $2 326,63 , $2 534,45 , $2 754,41 , $2 994,46 , $3 253,50 "
" Honduras , $2 302,20 , $2 342,02 , $2 451,94 , $2 506,62 , $2 567,97 , $2 396,69 , $2 602,17 , $2 712,44 , $2 821,80 , $2 935,21 , $3 057,54 , $3 191,61 "
" Solomon Islands , $2 174,31 , $2 229,57 , $2 291,68 , $2 398,81 , $2 356,62 , $2 281,35 , $2 356,51 , $2 514,94 , $2 698,58 , $2 839,44 , $2 955,27 , $3 072,23 "
" Ghana , $1 784,25 , $1 982,24 , $2 086,60 , $2 275,77 , $2 265,71 , $2 225,51 , $2 413,10 , $2 556,51 , $2 666,59 , $2 787,11 , $2 919,42 , $3 053,53 "
" India , $1 605,61 , $1 732,05 , $1 980,69 , $1 996,95 , $2 098,93 , $1 929,68 , $2 116,44 , $2 312,90 , $2 478,62 , $2 649,21 , $2 829,65 , $3 018,10 "
" S?o Tomé and Príncipe , $1 623,81 , $1 737,73 , $1 842,33 , $1 988,72 , $2 021,93 , $2 189,68 , $2 392,89 , $2 523,79 , $2 656,96 , $2 794,22 , $2 938,20 , $3 002,28 "
" Uzbekistan , $2 761,29 , $2 712,81 , $1 899,66 , $1 611,23 , $1 801,43 , $1 767,49 , $1 901,49 , $2 078,94 , $2 277,04 , $2 501,74 , $2 740,84 , $3 002,19 "
" Congo, Republic of  , $2 873,72 , $2 395,18 , $2 555,44 , $3 062,92 , $2 800,29 , $2 206,17 , $2 655,72 , $2 704,46 , $2 746,97 , $2 902,65 , $2 938,00 , $2 952,43 "
" Kenya , $1 625,16 , $1 688,87 , $1 805,38 , $1 983,37 , $2 110,46 , $2 103,55 , $2 198,59 , $2 290,50 , $2 394,73 , $2 510,40 , $2 637,89 , $2 771,25 "
" Angola , $4 354,92 , $3 676,83 , $4 300,10 , $3 465,06 , $2 805,26 , $1 881,20 , $2 200,68 , $2 276,75 , $2 338,75 , $2 422,66 , $2 526,50 , $2 602,68 "
" Mauritania , $1 668,07 , $1 690,81 , $1 758,55 , $1 851,73 , $1 943,80 , $1 955,50 , $2 161,28 , $2 154,15 , $2 212,37 , $2 255,12 , $2 277,22 , $2 336,88 "
" Nicaragua , $2 036,93 , $2 099,59 , $2 156,15 , $2 016,16 , $1 934,14 , $1 942,64 , $2 047,10 , $2 109,30 , $2 143,84 , $2 183,22 , $2 237,72 , $2 312,77 "
" Cambodia , $1 203,48 , $1 320,33 , $1 448,11 , $1 588,00 , $1 736,42 , $1 606,81 , $1 647,02 , $1 749,81 , $1 872,93 , $2 006,88 , $2 151,59 , $2 308,74 "
" Senegal , $1 219,37 , $1 269,55 , $1 361,22 , $1 458,73 , $1 430,21 , $1 474,02 , $1 602,90 , $1 699,40 , $1 890,98 , $2 012,74 , $2 126,07 , $2 231,18 "
" Kiribati , $1 556,50 , $1 598,89 , $1 656,63 , $1 748,65 , $1 695,30 , $1 673,41 , $1 927,08 , $2 001,24 , $2 073,46 , $2 128,71 , $2 169,59 , $2 201,48 "
" Cameroon , $1 327,64 , $1 363,95 , $1 424,60 , $1 535,19 , $1 507,51 , $1 504,50 , $1 645,81 , $1 730,10 , $1 820,21 , $1 920,12 , $2 034,72 , $2 152,76 "
" Benin , $1 076,91 , $1 086,99 , $1 136,19 , $1 240,84 , $1 218,28 , $1 290,50 , $1 446,83 , $1 551,42 , $1 654,79 , $1 766,17 , $1 883,33 , $2 001,48 "
" Zimbabwe , $1 425,01 , $1 444,26 , $1 526,71 , $1 606,11 , $1 314,09 , $1 443,42 , $1 664,76 , $1 757,99 , $1 731,92 , $1 728,27 , $1 769,63 , $1 846,61 "
" Haiti , $1 359,21 , $1 263,43 , $1 337,16 , $1 441,86 , $1 277,21 , $1 235,48 , $1 691,83 , $1 560,23 , $1 619,04 , $1 650,35 , $1 696,40 , $1 745,55 "
" Comoros , $1 231,14 , $1 256,04 , $1 300,57 , $1 386,01 , $1 359,75 , $1 355,30 , $1 390,06 , $1 426,52 , $1 466,97 , $1 509,84 , $1 560,31 , $1 613,46 "
" Nepal , $901,75 , $899,52 , $1 048,45 , $1 178,53 , $1 200,97 , $1 178,33 , $1 172,64 , $1 226,01 , $1 312,94 , $1 400,35 , $1 488,45 , $1 580,37 "
" Kyrgyz Republic , $1 132,84 , $1 131,84 , $1 254,51 , $1 321,95 , $1 388,65 , $1 188,82 , $1 224,75 , $1 313,86 , $1 387,09 , $1 440,64 , $1 497,56 , $1 552,21 "
" Timor-Leste , $1 332,79 , $1 353,75 , $1 286,41 , $1 230,23 , $1 560,51 , $1 347,86 , $1 262,72 , $1 301,32 , $1 344,33 , $1 384,54 , $1 453,89 , $1 530,18 "
" Guinea , $712,05 , $679,96 , $796,04 , $891,89 , $991,74 , $1 101,71 , $1 168,18 , $1 241,83 , $1 299,51 , $1 362,59 , $1 425,85 , $1 495,30 "
" Tanzania , $947,90 , $966,29 , $1 002,87 , $1 036,93 , $1 079,68 , $1 110,37 , $1 159,19 , $1 211,77 , $1 264,24 , $1 321,45 , $1 383,63 , $1 448,61 "
" Myanmar , $1 223,74 , $1 163,79 , $1 177,08 , $1 271,68 , $1 302,28 , $1 527,43 , $1 246,32 , $1 170,09 , $1 228,54 , $1 289,98 , $1 353,51 , $1 421,46 "
" Uganda , $773,28 , $809,57 , $833,42 , $881,50 , $954,25 , $925,26 , $1 018,44 , $1 074,68 , $1 097,51 , $1 170,95 , $1 282,49 , $1 402,67 "
" Togo , $770,36 , $802,94 , $830,45 , $901,93 , $893,16 , $915,63 , $1 000,44 , $1 075,57 , $1 151,57 , $1 230,43 , $1 312,32 , $1 394,90 "
" Lesotho , $1 106,83 , $1 105,77 , $1 166,07 , $1 140,52 , $1 087,59 , $969,71 , $1 187,51 , $1 227,37 , $1 271,60 , $1 314,76 , $1 343,73 , $1 394,55 "
" Zambia , $1 310,46 , $1 254,12 , $1 500,96 , $1 480,42 , $1 272,24 , $1 023,16 , $1 115,27 , $1 195,78 , $1 186,79 , $1 187,48 , $1 212,44 , $1 243,12 "
" Burkina Faso , $653,39 , $688,06 , $734,74 , $813,47 , $786,93 , $831,01 , $926,20 , $988,30 , $1 049,97 , $1 112,79 , $1 177,04 , $1 241,64 "
" Mali , $773,95 , $804,08 , $854,98 , $922,55 , $905,82 , $889,79 , $966,14 , $1 019,32 , $1 075,56 , $1 132,07 , $1 178,11 , $1 237,18 "
" Guinea-Bissau , $707,90 , $748,09 , $864,14 , $866,45 , $810,56 , $789,86 , $858,04 , $907,34 , $972,94 , $1 040,90 , $1 112,56 , $1 186,06 "
" Tajikistan , $919,07 , $795,98 , $800,80 , $825,77 , $873,50 , $843,97 , $839,18 , $890,17 , $929,20 , $968,77 , $1 013,32 , $1 050,58 "
" Rwanda , $755,95 , $755,74 , $784,14 , $796,81 , $835,19 , $815,82 , $802,26 , $832,57 , $880,53 , $928,79 , $988,37 , $1 045,86 "
" Gambia, The , $649,51 , $684,00 , $676,66 , $729,04 , $768,92 , $769,66 , $819,22 , $846,51 , $893,57 , $942,07 , $995,04 , $1 045,86 "
" Sudan , $1 679,07 , $1 638,51 , $1 172,97 , $796,30 , $776,55 , $775,64 , $789,45 , $809,09 , $841,11 , $889,61 , $944,04 , $998,77 "
" Niger , $484,17 , $497,88 , $517,77 , $572,56 , $553,91 , $568,49 , $622,23 , $661,76 , $728,48 , $807,68 , $871,12 , $914,79 "
" Chad , $776,11 , $700,56 , $671,18 , $713,03 , $685,68 , $659,67 , $729,84 , $743,84 , $765,72 , $802,39 , $842,10 , $878,22 "
" Liberia , $747,18 , $767,37 , $763,11 , $731,32 , $672,88 , $647,10 , $703,41 , $743,00 , $750,72 , $788,84 , $829,81 , $872,57 "
" Eritrea , $603,19 , $655,42 , $557,86 , $580,85 , $566,73 , $587,68 , $625,97 , $678,25 , $711,16 , $740,70 , $770,96 , $802,92 "
" Congo, Dem. Rep. of the , $497,28 , $465,03 , $466,60 , $560,81 , $580,70 , $543,83 , $593,56 , $622,07 , $655,06 , $689,72 , $726,24 , $758,87 "
" Yemen , $1 500,67 , $1 075,03 , $895,43 , $701,13 , $691,59 , $580,22 , $585,00 , $587,41 , $612,95 , $637,37 , $666,75 , $689,64 "
" Central African Republic , $377,48 , $402,05 , $450,74 , $488,56 , $479,85 , $494,19 , $525,91 , $557,44 , $589,14 , $621,77 , $655,22 , $689,44 "
" Mozambique , $589,86 , $428,93 , $461,42 , $503,30 , $506,82 , $448,84 , $492,27 , $506,47 , $568,71 , $585,67 , $602,80 , $682,20 "
" Madagascar , $467,24 , $476,23 , $515,94 , $518,49 , $512,18 , $461,80 , $498,68 , $531,41 , $565,09 , $592,48 , $631,72 , $666,99 "
" Sierra Leone , $592,90 , $525,95 , $495,81 , $533,97 , $527,17 , $526,72 , $541,06 , $551,69 , $545,34 , $548,34 , $560,36 , $578,46 "
" Malawi , $497,74 , $415,02 , $466,56 , $501,11 , $543,69 , $567,59 , $565,80 , $543,55 , $520,63 , $508,56 , $505,32 , $508,47 "
" Somalia , $310,46 , $312,86 , $326,52 , $327,32 , $346,16 , $331,64 , $350,36 , $369,62 , $403,28 , $437,79 , $464,39 , $490,69 "
" South Sudan, Republic of , $1 245,68 , $286,21 , $277,69 , $359,06 , $343,01 , $322,20 , $230,13 , $313,59 , $389,67 , $388,39 , $377,55 , $440,62 "
" Burundi , $304,24 , $281,06 , $291,86 , $271,29 , $261,29 , $255,98 , $261,05 , $269,56 , $280,26 , $291,83 , $304,54 , $317,21 "
